Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Timestamp,Transaction Status,Fraud Flag,Geolocation (Latitude/Longitude),Device Used,Latency (ms),Slice Bandwidth (Mbps)
TXN7939723282,ACC80544,ACC14023,1108.3,Transfer,17/01/2025 10:24,Failed,True,35.6895 N, 37.6173 W,Desktop,19,181
TXN7630113676,ACC54962,ACC12346,904.54,Transfer,17/01/2025 10:05,Success,True,51.5074 N, -74.006 W,Mobile,13,243
TXN8552007460,ACC76710,ACC62664,1493.86,Withdrawal,17/01/2025 10:55,Failed,False,34.0522 N, 139.6917 W,Mobile,17,69
TXN4304334477,ACC14700,ACC95607,662.74,Transfer,17/01/2025 10:23,Failed,False,48.8566 N, -74.006 W,Mobile,16,188
TXN1346181292,ACC56361,ACC44899,1119.63,Transfer,17/01/2025 10:39,Failed,False,40.7128 N, 139.6917 W,Desktop,15,113
TXN1839190280,ACC48627,ACC12310,1245.19,Transfer,17/01/2025 10:57,Success,False,51.5074 N, 0.1278 W,Mobile,20,216
TXN8725793891,ACC35927,ACC52926,1275.28,Deposit,17/01/2025 10:11,Success,False,48.8566 N, 37.6173 W,Desktop,16,68
TXN9328528150,ACC15595,ACC31081,946.2,Deposit,17/01/2025 10:38,Failed,True,51.5074 N, -74.006 W,Mobile,16,200
TXN1027199935,ACC37487,ACC77079,228.45,Transfer,17/01/2025 10:14,Success,False,48.8566 N, 37.6173 W,Desktop,17,74
TXN1519832715,ACC65856,ACC49534,734.99,Deposit,17/01/2025 10:09,Failed,False,48.8566 N, 37.6173 W,Desktop,15,100
TXN4654450936,ACC40448,ACC64201,220.56,Withdrawal,17/01/2025 10:49,Failed,False,51.5074 N, -74.006 W,Mobile,17,176
TXN7190517370,ACC38736,ACC57803,87.4,Deposit,17/01/2025 10:25,Success,True,40.7128 N, 37.6173 W,Desktop,3,236
TXN2013672155,ACC12216,ACC68938,245.59,Transfer,17/01/2025 10:11,Failed,True,34.0522 N, -74.006 W,Desktop,3,56
TXN1009840095,ACC54943,ACC49366,115.33,Transfer,17/01/2025 10:24,Success,False,55.7558 N, 37.6173 W,Mobile,8,82
TXN7999376225,ACC62620,ACC43275,424.14,Transfer,17/01/2025 10:53,Failed,False,40.7128 N, 0.1278 W,Desktop,4,99
TXN8160409252,ACC19769,ACC18211,118.47,Withdrawal,17/01/2025 10:25,Failed,True,51.5074 N, 2.3522 W,Mobile,9,102
TXN9716899160,ACC20942,ACC14865,733.38,Withdrawal,17/01/2025 10:51,Success,True,40.7128 N, -118.2437 W,Mobile,3,150
TXN7021871590,ACC96779,ACC80536,927.51,Transfer,17/01/2025 10:26,Success,True,40.7128 N, 0.1278 W,Mobile,18,182
TXN5890230581,ACC25122,ACC44204,507.14,Deposit,17/01/2025 10:39,Success,True,40.7128 N, 2.3522 W,Desktop,17,193
TXN5259427532,ACC19742,ACC32118,147.52,Deposit,17/01/2025 10:53,Success,True,51.5074 N, 0.1278 W,Desktop,20,92
TXN6434340123,ACC18670,ACC55222,909.99,Deposit,17/01/2025 10:20,Success,False,40.7128 N, 0.1278 W,Mobile,15,103
TXN5512698980,ACC28763,ACC24097,725.22,Deposit,17/01/2025 10:15,Failed,True,55.7558 N, 139.6917 W,Desktop,18,140
TXN1865967097,ACC45358,ACC35313,1370.46,Transfer,17/01/2025 10:23,Success,True,48.8566 N, 2.3522 W,Mobile,3,73
TXN5642409479,ACC64953,ACC47717,827.33,Deposit,17/01/2025 10:02,Failed,True,40.7128 N, -118.2437 W,Desktop,5,108
TXN6826834748,ACC67234,ACC22910,1133.84,Transfer,17/01/2025 10:27,Success,False,48.8566 N, -74.006 W,Mobile,13,126
TXN4863583366,ACC96531,ACC66183,59.49,Transfer,17/01/2025 10:58,Failed,True,51.5074 N, 0.1278 W,Desktop,15,196
TXN2807500909,ACC42613,ACC42918,602.34,Transfer,17/01/2025 10:03,Success,True,55.7558 N, 37.6173 W,Desktop,17,170
TXN6891762184,ACC63967,ACC90350,897.01,Deposit,17/01/2025 10:31,Success,False,48.8566 N, 0.1278 W,Desktop,7,60
TXN5876009850,ACC51158,ACC27191,692.63,Withdrawal,17/01/2025 10:51,Success,False,51.5074 N, -74.006 W,Mobile,17,151
TXN9108039354,ACC81579,ACC70447,968.11,Deposit,17/01/2025 10:24,Success,False,55.7558 N, 2.3522 W,Mobile,6,200
TXN6549632788,ACC10043,ACC88019,676.86,Deposit,17/01/2025 10:37,Failed,False,55.7558 N, -74.006 W,Desktop,11,96
TXN8061097504,ACC74642,ACC30873,163.42,Withdrawal,17/01/2025 10:30,Failed,True,40.7128 N, 37.6173 W,Mobile,15,169
TXN4865155116,ACC92160,ACC78035,676.31,Withdrawal,17/01/2025 10:44,Failed,True,55.7558 N, -118.2437 W,Mobile,5,230
TXN9282319379,ACC32540,ACC97558,1090.51,Transfer,17/01/2025 10:52,Success,False,35.6895 N, 139.6917 W,Mobile,18,145
TXN6280489068,ACC63567,ACC18427,954.23,Withdrawal,17/01/2025 10:55,Success,True,55.7558 N, -74.006 W,Mobile,15,79
TXN6147229485,ACC29295,ACC96401,800.64,Withdrawal,17/01/2025 10:50,Success,False,55.7558 N, 2.3522 W,Desktop,4,142
TXN7444932806,ACC63082,ACC11551,727.62,Transfer,17/01/2025 10:07,Success,False,55.7558 N, 37.6173 W,Desktop,6,57
TXN1518602016,ACC18963,ACC20884,1257.79,Transfer,17/01/2025 10:19,Success,False,35.6895 N, 0.1278 W,Desktop,20,168
TXN4227753155,ACC33497,ACC27326,1364.73,Deposit,17/01/2025 10:10,Failed,False,48.8566 N, 2.3522 W,Desktop,6,141
TXN8860546537,ACC51556,ACC52674,1070.75,Transfer,17/01/2025 10:52,Success,False,34.0522 N, -74.006 W,Desktop,9,214
TXN6187390659,ACC36830,ACC35791,348.58,Withdrawal,17/01/2025 10:42,Success,True,48.8566 N, 139.6917 W,Desktop,10,77
TXN1806416150,ACC93504,ACC75996,721.39,Deposit,17/01/2025 10:24,Failed,False,40.7128 N, 2.3522 W,Desktop,3,82
TXN4093369509,ACC47989,ACC97491,688.03,Withdrawal,17/01/2025 10:03,Success,False,51.5074 N, -118.2437 W,Desktop,14,166
TXN1834879380,ACC59721,ACC82859,1002.18,Deposit,17/01/2025 10:29,Failed,False,55.7558 N, -74.006 W,Desktop,16,163
TXN4241858851,ACC32144,ACC23303,78.53,Transfer,17/01/2025 10:48,Failed,False,48.8566 N, 0.1278 W,Mobile,9,114
TXN6135136280,ACC80202,ACC20579,86.89,Withdrawal,17/01/2025 10:19,Failed,False,34.0522 N, -74.006 W,Mobile,4,109
TXN2164420656,ACC46536,ACC75628,1283.15,Withdrawal,17/01/2025 10:01,Failed,True,48.8566 N, 2.3522 W,Mobile,6,163
TXN3164901783,ACC86774,ACC57313,275.82,Deposit,17/01/2025 10:48,Success,True,34.0522 N, 139.6917 W,Mobile,20,112
TXN6033289469,ACC21381,ACC50642,231.96,Transfer,17/01/2025 10:02,Failed,True,48.8566 N, 139.6917 W,Mobile,8,193
TXN9352406685,ACC29889,ACC83760,1413.64,Transfer,17/01/2025 10:28,Success,False,35.6895 N, 37.6173 W,Mobile,6,113
TXN4177656671,ACC17862,ACC11488,558.08,Deposit,17/01/2025 11:00,Success,True,55.7558 N, 2.3522 W,Desktop,19,122
TXN8112885483,ACC88171,ACC83474,1420.72,Transfer,17/01/2025 10:03,Failed,False,40.7128 N, 0.1278 W,Desktop,4,140
TXN4973333734,ACC71245,ACC38629,855.53,Deposit,17/01/2025 10:12,Success,True,55.7558 N, 0.1278 W,Mobile,15,142
TXN2670016539,ACC32541,ACC69873,1221.82,Withdrawal,17/01/2025 10:11,Failed,False,40.7128 N, -118.2437 W,Desktop,9,98
TXN7103211368,ACC87678,ACC94847,109.93,Deposit,17/01/2025 10:42,Failed,True,48.8566 N, -118.2437 W,Mobile,16,107
TXN6774647261,ACC83881,ACC65341,329.15,Transfer,17/01/2025 11:00,Success,True,48.8566 N, 139.6917 W,Desktop,15,192
TXN8172262194,ACC43635,ACC38750,1372.23,Withdrawal,17/01/2025 10:27,Failed,False,51.5074 N, -118.2437 W,Desktop,16,149
TXN7356320584,ACC54720,ACC64544,1190.88,Deposit,17/01/2025 10:56,Failed,True,48.8566 N, -74.006 W,Mobile,6,189
TXN7408966343,ACC39498,ACC97070,58.69,Transfer,17/01/2025 10:07,Failed,False,34.0522 N, -118.2437 W,Mobile,9,136
TXN1684589936,ACC64300,ACC85697,345.62,Withdrawal,17/01/2025 10:24,Failed,False,35.6895 N, -74.006 W,Desktop,11,249
TXN7142871079,ACC28994,ACC90586,438.45,Deposit,17/01/2025 10:26,Failed,True,51.5074 N, 37.6173 W,Mobile,15,84
TXN7255939236,ACC14492,ACC81365,54.96,Transfer,17/01/2025 10:06,Success,False,48.8566 N, -118.2437 W,Mobile,13,80
TXN7803677110,ACC45542,ACC49006,1191.92,Deposit,17/01/2025 10:36,Failed,True,48.8566 N, 37.6173 W,Mobile,4,88
TXN9388955721,ACC53507,ACC19376,881.39,Transfer,17/01/2025 10:49,Success,True,40.7128 N, 139.6917 W,Desktop,18,65
TXN6956710652,ACC59937,ACC72083,890.41,Withdrawal,17/01/2025 10:12,Success,False,35.6895 N, -118.2437 W,Desktop,20,209
TXN7734984066,ACC54067,ACC84423,1031.4,Transfer,17/01/2025 10:15,Success,False,34.0522 N, 37.6173 W,Desktop,16,235
TXN4979176158,ACC76875,ACC22724,1494.2,Deposit,17/01/2025 10:31,Failed,True,51.5074 N, -118.2437 W,Mobile,6,64
TXN5412325506,ACC49283,ACC17922,224.29,Withdrawal,17/01/2025 10:07,Failed,False,35.6895 N, 139.6917 W,Desktop,7,59
TXN9953448509,ACC22466,ACC44246,1272.93,Transfer,17/01/2025 10:57,Failed,False,40.7128 N, -74.006 W,Desktop,5,114
TXN4170698928,ACC51174,ACC92864,1427.83,Deposit,17/01/2025 10:16,Failed,True,51.5074 N, 139.6917 W,Mobile,4,145
TXN6482881540,ACC68203,ACC30527,671.09,Transfer,17/01/2025 10:26,Success,True,55.7558 N, -74.006 W,Mobile,11,226
TXN9984520277,ACC36712,ACC63075,149.22,Deposit,17/01/2025 11:00,Success,True,35.6895 N, 139.6917 W,Mobile,11,181
TXN9077266257,ACC92050,ACC85728,918.7,Deposit,17/01/2025 10:22,Success,True,40.7128 N, 37.6173 W,Mobile,14,156
TXN3679557633,ACC63042,ACC67654,1479.46,Deposit,17/01/2025 10:24,Failed,True,48.8566 N, 139.6917 W,Desktop,17,69
TXN5689924166,ACC70707,ACC61130,427.26,Deposit,17/01/2025 10:13,Success,False,34.0522 N, -118.2437 W,Desktop,15,156
TXN7257989930,ACC95768,ACC53403,1037.73,Withdrawal,17/01/2025 10:04,Failed,False,40.7128 N, -118.2437 W,Desktop,7,190
TXN8636686575,ACC93548,ACC42106,630.84,Withdrawal,17/01/2025 10:54,Failed,False,35.6895 N, 0.1278 W,Desktop,20,207
TXN1057529976,ACC64402,ACC41126,1133.66,Transfer,17/01/2025 10:40,Success,False,51.5074 N, 2.3522 W,Desktop,11,152
TXN2617645101,ACC64441,ACC97513,55.17,Transfer,17/01/2025 10:28,Failed,False,35.6895 N, -74.006 W,Mobile,17,209
TXN5884141090,ACC87519,ACC55381,293.9,Deposit,17/01/2025 10:02,Success,False,34.0522 N, 37.6173 W,Mobile,5,123
TXN1475843170,ACC41101,ACC23216,440.3,Transfer,17/01/2025 10:06,Failed,False,40.7128 N, 139.6917 W,Desktop,16,229
TXN4155626151,ACC59531,ACC45784,1022.55,Transfer,17/01/2025 10:49,Failed,True,48.8566 N, 139.6917 W,Desktop,20,244
TXN4227899265,ACC65747,ACC20563,739.69,Transfer,17/01/2025 10:40,Failed,False,48.8566 N, 139.6917 W,Desktop,8,59
TXN6378209363,ACC33501,ACC28336,1184.41,Transfer,17/01/2025 10:57,Failed,False,48.8566 N, 0.1278 W,Mobile,4,238
TXN7679630871,ACC25570,ACC61224,806.15,Withdrawal,17/01/2025 10:53,Failed,False,48.8566 N, -118.2437 W,Desktop,8,114
TXN1299028569,ACC69666,ACC20765,1346.22,Transfer,17/01/2025 10:04,Failed,True,51.5074 N, 2.3522 W,Desktop,12,229
TXN1427023114,ACC78839,ACC66184,1351.47,Withdrawal,17/01/2025 10:04,Failed,True,51.5074 N, -74.006 W,Mobile,10,95
TXN6137594808,ACC97313,ACC19149,741.96,Transfer,17/01/2025 10:30,Success,True,51.5074 N, -118.2437 W,Mobile,10,205
TXN4524298301,ACC72164,ACC81617,1435.51,Deposit,17/01/2025 10:33,Success,False,34.0522 N, 37.6173 W,Mobile,3,167
TXN8607691435,ACC13367,ACC35613,304.9,Deposit,17/01/2025 10:53,Failed,True,55.7558 N, 0.1278 W,Mobile,20,154
TXN7681972361,ACC98822,ACC25732,741.72,Transfer,17/01/2025 10:13,Success,False,34.0522 N, 139.6917 W,Mobile,3,78
TXN6226593450,ACC75732,ACC87833,487.33,Deposit,17/01/2025 10:05,Success,True,40.7128 N, 37.6173 W,Mobile,15,132
TXN3832468814,ACC30411,ACC89361,501.06,Transfer,17/01/2025 10:23,Success,True,55.7558 N, 2.3522 W,Desktop,10,168
TXN7410811456,ACC53228,ACC67774,1398.62,Transfer,17/01/2025 10:54,Success,False,48.8566 N, -118.2437 W,Mobile,10,183
TXN7238168935,ACC93016,ACC33694,295.86,Withdrawal,17/01/2025 10:36,Failed,False,51.5074 N, 37.6173 W,Desktop,6,180
TXN5691669939,ACC53374,ACC72898,369.79,Withdrawal,17/01/2025 10:17,Success,False,34.0522 N, 0.1278 W,Mobile,4,87
TXN8092227965,ACC12241,ACC33988,1062.28,Withdrawal,17/01/2025 10:10,Failed,False,40.7128 N, 37.6173 W,Desktop,19,88
TXN3908230781,ACC15821,ACC43879,306.68,Withdrawal,17/01/2025 10:57,Success,False,34.0522 N, -118.2437 W,Desktop,11,61
TXN9364574524,ACC52775,ACC73924,546.48,Transfer,17/01/2025 10:56,Failed,False,55.7558 N, -74.006 W,Desktop,11,56
TXN9041339676,ACC50375,ACC53869,662.62,Transfer,17/01/2025 10:16,Success,False,51.5074 N, -74.006 W,Desktop,6,81
TXN4465020791,ACC75741,ACC46887,827.95,Transfer,17/01/2025 10:15,Failed,False,35.6895 N, 0.1278 W,Desktop,11,89
TXN4660989719,ACC43060,ACC70548,935.02,Deposit,17/01/2025 10:40,Failed,False,35.6895 N, -118.2437 W,Desktop,9,217
TXN1879549930,ACC79822,ACC75119,1087.67,Withdrawal,17/01/2025 10:04,Failed,False,34.0522 N, 0.1278 W,Desktop,11,111
TXN4097123150,ACC36805,ACC33267,519.04,Deposit,17/01/2025 10:52,Success,False,40.7128 N, 139.6917 W,Mobile,3,132
TXN7739005738,ACC42183,ACC40073,171.92,Deposit,17/01/2025 10:55,Failed,False,48.8566 N, 0.1278 W,Mobile,17,184
TXN2216713090,ACC19437,ACC87522,827.11,Transfer,17/01/2025 10:28,Success,False,34.0522 N, -74.006 W,Mobile,7,80
TXN4299026679,ACC81116,ACC90268,108.56,Deposit,17/01/2025 10:20,Failed,True,40.7128 N, 37.6173 W,Mobile,5,110
TXN7596303179,ACC62925,ACC31357,1234.66,Deposit,17/01/2025 10:43,Failed,True,34.0522 N, 139.6917 W,Mobile,19,54
TXN5910132280,ACC85661,ACC75676,485.89,Transfer,17/01/2025 10:35,Failed,True,48.8566 N, -118.2437 W,Desktop,16,175
TXN7406270861,ACC11813,ACC32424,106.01,Withdrawal,17/01/2025 10:59,Failed,True,48.8566 N, 37.6173 W,Mobile,12,180
TXN2404826022,ACC81145,ACC30363,378.83,Transfer,17/01/2025 10:30,Success,True,34.0522 N, -118.2437 W,Desktop,17,64
TXN8124689743,ACC89997,ACC99632,654.1,Transfer,17/01/2025 10:48,Failed,True,55.7558 N, 37.6173 W,Desktop,9,244
TXN9437963697,ACC85972,ACC43808,1318.57,Deposit,17/01/2025 10:16,Failed,True,55.7558 N, -74.006 W,Mobile,19,247
TXN6019019626,ACC29423,ACC68041,394.98,Transfer,17/01/2025 10:52,Success,False,48.8566 N, 0.1278 W,Desktop,15,227
TXN4675367499,ACC49487,ACC48009,448.07,Transfer,17/01/2025 10:45,Failed,True,40.7128 N, 0.1278 W,Desktop,7,234
TXN2012949729,ACC82186,ACC25267,799.39,Transfer,17/01/2025 10:24,Success,True,40.7128 N, 2.3522 W,Mobile,19,83
TXN1888197550,ACC33260,ACC83342,1277.1,Withdrawal,17/01/2025 10:17,Failed,True,51.5074 N, 37.6173 W,Mobile,4,208
TXN6250036065,ACC44381,ACC45138,723.45,Transfer,17/01/2025 10:38,Success,True,51.5074 N, -118.2437 W,Desktop,17,207
TXN5412906599,ACC31830,ACC84084,602.08,Transfer,17/01/2025 10:08,Failed,False,35.6895 N, -118.2437 W,Mobile,12,176
TXN9673532239,ACC93380,ACC92174,1251.19,Deposit,17/01/2025 10:47,Failed,True,55.7558 N, 37.6173 W,Desktop,14,207
TXN1652892325,ACC92545,ACC75306,660.16,Deposit,17/01/2025 10:06,Failed,False,34.0522 N, 139.6917 W,Mobile,17,215
TXN1715221868,ACC86428,ACC65003,1172.55,Deposit,17/01/2025 10:29,Success,True,40.7128 N, -74.006 W,Mobile,10,185
TXN6007193928,ACC80030,ACC20498,404.35,Transfer,17/01/2025 10:30,Success,False,40.7128 N, 2.3522 W,Desktop,14,232
TXN1696074130,ACC79263,ACC45900,1467.44,Withdrawal,17/01/2025 10:50,Success,True,35.6895 N, -74.006 W,Desktop,6,83
TXN3114507871,ACC81093,ACC72767,384.21,Transfer,17/01/2025 10:03,Failed,False,35.6895 N, 2.3522 W,Mobile,12,248
TXN4902897998,ACC77412,ACC28013,198.65,Transfer,17/01/2025 10:37,Failed,False,55.7558 N, -118.2437 W,Desktop,17,56
TXN7464084511,ACC59486,ACC87379,1041.32,Withdrawal,17/01/2025 10:50,Failed,True,40.7128 N, -118.2437 W,Mobile,13,97
TXN4817965241,ACC95824,ACC83875,864.58,Deposit,17/01/2025 10:02,Success,True,40.7128 N, 37.6173 W,Desktop,19,235
TXN6686731977,ACC71715,ACC99902,1241.46,Withdrawal,17/01/2025 10:01,Failed,True,51.5074 N, 139.6917 W,Desktop,8,78
TXN4258341246,ACC64877,ACC76710,1398.95,Deposit,17/01/2025 10:31,Success,True,35.6895 N, -118.2437 W,Mobile,9,117
TXN2146674972,ACC37810,ACC38562,1431.06,Transfer,17/01/2025 10:13,Success,True,55.7558 N, 2.3522 W,Mobile,6,64
TXN3688144089,ACC86726,ACC75108,698.69,Transfer,17/01/2025 10:58,Success,True,34.0522 N, -74.006 W,Mobile,10,82
TXN7768798227,ACC29509,ACC11635,582.69,Transfer,17/01/2025 10:23,Failed,True,40.7128 N, 37.6173 W,Desktop,6,226
TXN7372888615,ACC79388,ACC10131,915.57,Transfer,17/01/2025 10:35,Failed,False,48.8566 N, 139.6917 W,Mobile,11,168
TXN6496802872,ACC58666,ACC81007,766.64,Deposit,17/01/2025 10:04,Success,False,34.0522 N, 37.6173 W,Mobile,19,131
TXN2190673228,ACC47900,ACC15352,559.49,Withdrawal,17/01/2025 10:44,Failed,True,51.5074 N, -118.2437 W,Desktop,6,173
TXN3188343113,ACC17010,ACC45857,1017.57,Withdrawal,17/01/2025 10:16,Success,True,35.6895 N, 2.3522 W,Mobile,7,150
TXN5206029882,ACC37810,ACC28763,1326.71,Withdrawal,17/01/2025 10:50,Success,False,55.7558 N, -118.2437 W,Mobile,7,241
TXN9984583310,ACC82235,ACC30295,1327.89,Deposit,17/01/2025 10:17,Success,True,51.5074 N, 2.3522 W,Mobile,11,247
TXN7291688324,ACC51850,ACC77032,601.16,Deposit,17/01/2025 10:13,Failed,False,55.7558 N, -74.006 W,Mobile,19,125
TXN4703316874,ACC11504,ACC73653,1053.94,Transfer,17/01/2025 10:16,Success,False,35.6895 N, 2.3522 W,Desktop,8,94
TXN3578739019,ACC11332,ACC95588,250.92,Deposit,17/01/2025 10:47,Failed,False,51.5074 N, 0.1278 W,Desktop,15,248
TXN2195520317,ACC30731,ACC95644,1233.39,Withdrawal,17/01/2025 10:44,Success,False,35.6895 N, 0.1278 W,Mobile,4,159
TXN1041461220,ACC13852,ACC14965,495.85,Transfer,17/01/2025 10:38,Success,True,51.5074 N, 37.6173 W,Desktop,14,184
TXN3051028291,ACC57933,ACC52429,641.56,Transfer,17/01/2025 10:32,Success,True,48.8566 N, 2.3522 W,Mobile,15,243
TXN1372797888,ACC57771,ACC28955,978.9,Withdrawal,17/01/2025 10:36,Success,False,40.7128 N, 37.6173 W,Desktop,9,244
TXN2981368392,ACC59255,ACC53003,376.95,Transfer,17/01/2025 10:30,Failed,False,35.6895 N, 2.3522 W,Mobile,17,194
TXN1135873779,ACC24360,ACC36461,920.92,Deposit,17/01/2025 10:52,Success,True,35.6895 N, -74.006 W,Desktop,17,149
TXN1328647070,ACC89958,ACC33093,891.01,Transfer,17/01/2025 10:18,Failed,True,35.6895 N, -118.2437 W,Desktop,13,176
TXN4691809504,ACC92647,ACC61944,1117.59,Deposit,17/01/2025 10:20,Failed,False,34.0522 N, -118.2437 W,Desktop,13,243
TXN4179721497,ACC93575,ACC61999,165.65,Withdrawal,17/01/2025 10:46,Success,True,51.5074 N, -118.2437 W,Desktop,4,208
TXN3895765690,ACC67439,ACC79384,1211.91,Deposit,17/01/2025 10:10,Success,True,55.7558 N, -74.006 W,Mobile,14,57
TXN8789730264,ACC91269,ACC19289,1331.16,Deposit,17/01/2025 10:24,Success,False,34.0522 N, 0.1278 W,Mobile,5,232
TXN2070571988,ACC94322,ACC17821,641.13,Transfer,17/01/2025 10:42,Success,False,48.8566 N, 37.6173 W,Mobile,14,183
TXN1116395817,ACC49997,ACC16705,653.41,Deposit,17/01/2025 10:40,Success,True,34.0522 N, -118.2437 W,Mobile,12,244
TXN9239256714,ACC79905,ACC26690,1307.54,Transfer,17/01/2025 10:17,Failed,True,40.7128 N, 0.1278 W,Mobile,17,180
TXN4561707407,ACC89895,ACC94273,396.91,Transfer,17/01/2025 10:16,Failed,False,35.6895 N, 139.6917 W,Mobile,10,211
TXN3174104806,ACC35025,ACC67292,1458.87,Deposit,17/01/2025 10:25,Failed,False,55.7558 N, -118.2437 W,Mobile,4,136
TXN8523915846,ACC99416,ACC61088,1073.28,Transfer,17/01/2025 10:35,Success,False,34.0522 N, 139.6917 W,Mobile,10,147
TXN5102155525,ACC34184,ACC89466,1362.38,Withdrawal,17/01/2025 10:03,Failed,True,51.5074 N, 2.3522 W,Desktop,7,220
TXN5060420362,ACC52545,ACC44016,659.9,Transfer,17/01/2025 10:15,Success,False,40.7128 N, 2.3522 W,Mobile,17,84
TXN9297678665,ACC25920,ACC85405,56.93,Transfer,17/01/2025 10:32,Failed,False,35.6895 N, -74.006 W,Desktop,17,101
TXN5954761833,ACC11424,ACC83140,219.4,Withdrawal,17/01/2025 10:49,Success,True,34.0522 N, 0.1278 W,Desktop,18,163
TXN7416859349,ACC36029,ACC56028,1114.74,Withdrawal,17/01/2025 10:29,Success,True,34.0522 N, 139.6917 W,Desktop,11,230
TXN4692899483,ACC79416,ACC10182,252.71,Transfer,17/01/2025 10:48,Failed,False,34.0522 N, 37.6173 W,Desktop,15,121
TXN1031246972,ACC45883,ACC70147,358.53,Withdrawal,17/01/2025 10:27,Failed,False,48.8566 N, 139.6917 W,Mobile,13,126
TXN6201618839,ACC15918,ACC29832,207.64,Deposit,17/01/2025 10:27,Failed,False,34.0522 N, 139.6917 W,Mobile,19,154
TXN1256384918,ACC44416,ACC80838,92.76,Transfer,17/01/2025 10:42,Failed,False,51.5074 N, 37.6173 W,Mobile,9,103
TXN4963534137,ACC45182,ACC49076,1271.43,Deposit,17/01/2025 10:45,Failed,False,35.6895 N, -74.006 W,Desktop,6,153
TXN5646588232,ACC44598,ACC90513,1149.69,Deposit,17/01/2025 10:48,Success,True,40.7128 N, 139.6917 W,Mobile,3,224
TXN9377571688,ACC40248,ACC64197,91.93,Transfer,17/01/2025 10:26,Success,True,55.7558 N, 139.6917 W,Mobile,3,168
TXN5715931192,ACC94948,ACC68204,1386.49,Deposit,17/01/2025 10:51,Success,True,48.8566 N, -74.006 W,Mobile,4,64
TXN8939934889,ACC92208,ACC98355,1120.65,Deposit,17/01/2025 10:54,Success,True,55.7558 N, 0.1278 W,Mobile,13,83
TXN9707081841,ACC80174,ACC53686,596.1,Transfer,17/01/2025 10:02,Success,False,55.7558 N, -74.006 W,Mobile,13,92
TXN8294020649,ACC17126,ACC78651,129.93,Transfer,17/01/2025 11:00,Success,False,51.5074 N, 37.6173 W,Desktop,4,157
TXN7764143012,ACC13209,ACC41609,1201.84,Transfer,17/01/2025 10:20,Success,False,40.7128 N, 0.1278 W,Mobile,10,68
TXN8533263880,ACC57300,ACC46999,1257.78,Deposit,17/01/2025 10:05,Failed,False,48.8566 N, -118.2437 W,Desktop,13,176
TXN2809461644,ACC19946,ACC86824,1148.58,Transfer,17/01/2025 10:22,Success,False,51.5074 N, -118.2437 W,Desktop,12,246
TXN4687071393,ACC53033,ACC71691,570.72,Transfer,17/01/2025 10:36,Failed,False,55.7558 N, -74.006 W,Desktop,4,62
TXN5673009522,ACC67448,ACC20460,655.7,Withdrawal,17/01/2025 10:33,Success,False,48.8566 N, 2.3522 W,Desktop,3,164
TXN8792646343,ACC38343,ACC11206,555.28,Withdrawal,17/01/2025 10:06,Success,False,34.0522 N, -118.2437 W,Mobile,19,147
TXN8464942775,ACC54102,ACC27415,333.77,Transfer,17/01/2025 10:01,Success,False,35.6895 N, 2.3522 W,Mobile,5,55
TXN8285055381,ACC12207,ACC37690,731.29,Withdrawal,17/01/2025 10:33,Success,False,51.5074 N, 139.6917 W,Desktop,7,54
TXN2364240559,ACC58064,ACC89260,192.43,Deposit,17/01/2025 10:33,Success,True,35.6895 N, 37.6173 W,Mobile,9,166
TXN4629063974,ACC73573,ACC74408,810.23,Transfer,17/01/2025 10:46,Failed,False,34.0522 N, 0.1278 W,Mobile,10,124
TXN8231379842,ACC72707,ACC22063,341.45,Transfer,17/01/2025 10:28,Failed,True,34.0522 N, -74.006 W,Mobile,17,140
TXN2575946300,ACC94127,ACC88828,1003.51,Deposit,17/01/2025 10:52,Failed,False,55.7558 N, 0.1278 W,Mobile,15,99
TXN2630496789,ACC11158,ACC54603,938.65,Deposit,17/01/2025 10:44,Success,False,34.0522 N, 139.6917 W,Desktop,18,136
TXN3447478998,ACC30234,ACC51652,1398.09,Withdrawal,17/01/2025 10:29,Failed,True,48.8566 N, 139.6917 W,Mobile,17,214
TXN7744872067,ACC90264,ACC16628,958.18,Transfer,17/01/2025 10:58,Success,False,35.6895 N, 0.1278 W,Desktop,16,217
TXN8572380298,ACC70377,ACC20352,938.68,Transfer,17/01/2025 10:15,Failed,True,40.7128 N, 139.6917 W,Mobile,17,139
TXN1944161554,ACC52350,ACC69265,800.31,Deposit,17/01/2025 10:05,Failed,True,51.5074 N, 0.1278 W,Mobile,11,154
TXN3706837999,ACC48258,ACC47933,1307.8,Transfer,17/01/2025 10:57,Success,False,35.6895 N, 37.6173 W,Mobile,13,149
TXN6552482713,ACC17345,ACC68442,1184.61,Deposit,17/01/2025 10:34,Success,True,40.7128 N, -118.2437 W,Desktop,20,157
TXN8092655434,ACC92997,ACC93368,89.69,Transfer,17/01/2025 10:52,Failed,True,51.5074 N, 2.3522 W,Desktop,15,172
TXN5708760402,ACC87072,ACC89896,990.36,Deposit,17/01/2025 10:27,Failed,False,51.5074 N, -118.2437 W,Mobile,16,223
TXN7183478404,ACC54274,ACC72385,1355.61,Deposit,17/01/2025 10:48,Failed,False,34.0522 N, -74.006 W,Mobile,17,244
TXN6418299376,ACC39373,ACC76158,1457.81,Withdrawal,17/01/2025 10:33,Success,False,51.5074 N, -118.2437 W,Desktop,18,57
